241869
21603	呣	65536	-1	3
21606	呦	65536	-1	3
21608	周	91244	-1	1
21611	呫	65536	-1	3
21612	呬	65536	-1	3
21615	呯	65536	-1	3
21616	呰	65536	-1	3
21617	呱	80256	-1	2
21619	味	81436	-1	1
21620	呴	65536	-1	3
21621	呵	80612	-1	2
21622	呶	65536	-1	3
21624	呸	65536	-1	3
21627	呻	65536	-1	3
21628	呼	85665	-1	1
21629	命	86986	-1	2
21630	呾	65536	-1	3
21632	咀	80265	-1	2
21634	咂	80917	-1	1
21636	咄	80923	-1	2
21638	咆	65536	-1	3
21639	咇	65536	-1	3
21644	和	89948	-1	2
21645	咍	65536	-1	3
21647	咏	81093	-1	1
21650	咒	66775	-1	1
21652	咔	81683	-1	1
21653	咕	80489	-1	1
21654	咖	80769	-1	2
21670	咦	65536	-1	3
21671	咧	80933	-1	1
21672	咨	79632	-1	2
21674	咪	67762	-1	1
21675	咫	79077	-1	2
21676	咬	81659	-1	1
21683	咳	80687	-1	1
21688	咸	81091	-1	2
21691	咻	65536	-1	3
21693	咽	82326	-1	1
21695	咿	81145	-1	2
21696	哀	85620	-1	2
21697	品	87017	-1	1
21700	哄	71244	-1	1
21702	哆	65536	-1	3
21704	哈	86204	-1	2
21708	哌	81315	-1	1
21709	响	83214	-1	1
21710	哎	81640	-1	2
21713	哑	83280	-1	1
21715	哓	65536	-1	3
21716	哔	81710	-1	2
21721	哙	65536	-1	3
21724	哜	65536	-1	3
21727	哟	65536	-1	3
21733	哥	84778	-1	2
21734	哦	65536	-1	3
21736	哨	84106	-1	1
21738	哪	81705	-1	1
21741	哭	83344	-1	1
21742	哮	81324	-1	2
21745	哱	65536	-1	3
21746	哲	83085	-1	1
21754	哺	83160	-1	1
21755	哻	65536	-1	3
21756	哼	81547	-1	2
21757	哽	81562	-1	1
21759	哿	65536	-1	3
21761	唁	82271	-1	2
21763	唃	65536	-1	3
21766	唆	65536	-1	3
21767	唇	82921	-1	1
21769	唉	65536	-1	3
21774	唎	65536	-1	3
21775	唏	65536	-1	3
21776	唐	83377	-1	1
21794	唢	81706	-1	2
21796	唤	80458	-1	1
21802	唪	65536	-1	3
21806	售	85097	-1	1
21807	唯	84934	-1	2
21808	唰	65536	-1	3
21809	唱	81293	-1	1
21810	唲	65536	-1	3
21811	唳	65536	-1	3
21812	唴	65536	-1	3
21813	唵	65536	-1	3
21814	唶	65536	-1	3
21817	唹	65536	-1	3
21819	唻	65536	-1	3
21822	唾	75631	-1	1
21824	啀	65536	-1	3
21828	啄	76999	-1	1
21829	啅	65536	-1	3
21830	商	99506	-1	1
21834	啊	82146	-1	1
21835	啋	65536	-1	3
21838	啎	65536	-1	3
21841	啑	65536	-1	3
21842	啒	65536	-1	3
21845	啕	65536	-1	3
21852	啜	75578	-1	1
21860	啤	66257	-1	2
21863	啧	81599	-1	2
21866	啪	81570	-1	1
21868	啬	65536	-1	3
21869	啭	65536	-1	3
21871	啯	65536	-1	3
